term,sentiment
gibisiniyi,0
Puff,0
olvidarse,0
frutigranJAJA,0
DesvionitaVivin,0
Sdts,0
incredibly,-1.0
oordopjes,0
httptcotXhBtb6ipS,0
httptcosGROFxgb8z,-1
foundermo,0
RTLutfiCreatifity,0
Honey,0
erlanggamekso,0
SinChewDaily,0
aassaa30,0
cuman,0.0
HmKsfwsm,0
crmlpgdngnn,0
nareswari,0
virginity,-1
ayuirma1,0
cananburcugul,0
jakebofshever,0
cengeng,0
concentrate,2.0
ngajakin,0
Systems,0
Artiii,0
thatsharreh,0
bergabung,0
Trrrr,0
httptcoozZdpNy3Ny,0
NARRY,0
httptcoMfGkGqanAt,0
chuckles,0
riskaalghazali,0
telible,0
tjaofficial,-1
gezaki,0
ChibieyyWanchai,0
HOTrivarenz,0
BgataBot,0
juguetera,0
Disney,1.0
DrogeGrappen,0
Moriarty,-1
belucombatiente,0
taik,0
300000,2.0
httptcoSvh8Hm1Dyx,0
Hzinsan,0
MyHipHopRadio,0
membahagiakanku,0
NahWindaMahpuja,0
hahahahahaalabm,0
rightAr,0
tanah,0
mavrikshehab,0
kgak,0
HIRSIZ,0
temaudylasyafiraj,0
menjustwant,1
davidramsayx,0
campito,0
90Reformas,0
thaipinheiro,0
httptcowIXZU53KYM,0
Grossest,0
column,0
TOWERNUchaya,0
96s,0
wkwkvIrvanChristianL,0
shinbashi,0
dibujuk,0
Meski,0
Diddy,1
darah,0
AmaraLeilini,0
sapsali,0
MUD,0
terdedak,0
Dijamin,0
own,0
owh,0
dormiteeeeeeeee,0
owe,-3.0
MarcBrophy,-1
httptcoi1QEH3k0Jm,0
MODERN,0
ThingCaptSlapaHoe,-1
routehttptco8tpqLnHB4m,0
superxkun,0
Writing,0
permasalah,0
NurHasyaJasmin,0
champ,1.0
approuvez,0
mrah,0
httptco8fewqk3gcg,0
ebbby20,0
kawa,0
CageFobica,-1
httptcokqe2Gd4MWa,-1
tamak,0
tamal,0
tamam,0
taman,0
appx,0
pouth,0
tamad,0
Sunyek,0
udahlah,1
pouts,-1
httptcoryyT1sK65X,0
httptco2YxCMFNFht,0
adelante,-1.0
appe,0
httptcofTLnKeuXyP,-1
appa,0
RiverHapper,0
Jomari,-1
Siti,0
terjatuh,0
httptcoIJRHQF3umB,0
gangerti,0
httptcohIM0KttWX2,0
WcuYOU,0
Coach,0
KatBlazeclaws,0
BroukieDrow,0
httptcovTDvBeUryU,0
bitched,-1
putees,0
httptcoCr3RP5rSZR,0
Tek,0
WIB,0
Ten,0
Teo,1.0
WIN,0
Tee,0
record,0
younlukta,0
httpstcoYJ3zEbFemP,0
Melaniem3lanie,0
demonstrate,-1
Ter,0
biang,0
Jenna,1
taboooo,0
yeap,0
555555555555555555555555,0
IsidroTapia,0
cmon,-1
anjg,0
konco,0
Electronica,0
E7saasAljr7,0
Pensar,-1
anjo,-1
storms,0
baeVirdandriyani,0
ThickPlate,1.0
abankkato,0
sendromu,0
xAdamsEmpire,0
louwbreytenbach,1
Dowyscout,1
sistersnoise,0
ingatku,0
gitasharmaKH,0
COSAAMamma,0
Anjirlah,0
matherdancecompanyofficial,8.0
HimeTakumi,0
Haus,0
semlm,0
Islamic,0
other,-1.0
Five,0.0
Desk,1
httptcoQAa3aLDqvn,0
narphanie,1
nacer,0
Dustin,0
adjustments,0
Yeni,0
ryouta1008,0
ipangski,0
TheBlackHermit,1
atina,1
Vanessify,0
Janeaureliaa,0
moiram,0
HEY,0
Payson,0
Sasusmc,0
CherlyChiBi,0
decirme,0
httptco0kX3lMve80,0
BroImABelieber,0
Musical,1
715mzk,0
podo,0
alinushkayo,0
zoyamarie,1
MLB,0
httptcoQDKiGh71QD,0
DuAcHaYe,0
sentada,0
felicitar,-1
rodrigoflores01,0
httptcoyT6yHnQsOc,0
LyssaMadelyn,1
ciater,0
Mkyu0125,0
podr,0
Jojo,0
lelaki,0
seguiiiiiiiir,-1
rambutnyapun,0
KITO,0
3liyuunn,1
Pel,0
gezsek,0
qnandgreat,0
httptcoFDOEnC1ICY,0
alhasil,0
ThatsSarcasm,0
fous,0
Does,0
fout,-1
illesquilla,0
RRDelusi,0
Until,0
cumbiancha,0
xinmingmbozo,0
looking,0
httptco1vkK8kgLzm,0
Rafael96hml,0
SPR,0
httptcoFtnx7m,0
Ephesus,0
httptco6CMppX1D2H,0
tertarik,0
dayang2kuu,0
SPM,1
SPN,0
RappersWeForgotAbout,-1.0
SPA,0
AsamyAA,0
MyraKhri,0
sinking,1
callin,2.0
vampiresooj,0
Refreshing,0
movemodeling,1
participar,0
sehun,0
zamanki,0
weris,1
pierce,0
nervesall,-1
sarahlisa,1
crackin,0
Fokus,-1
Belmondo,0
JuanistheOne,1
fur,0
AndaiI,0
acecanlasdv,0
Dahem,0
viabilidad,0
leesungi77,0
paomonsetovar,0
increble,0
Less,2.0
cantbelieveyoujustmadesuchalonghashtag,0
Classic,1
Bacon,0
Recari,0
SAGITARIUS,0
apaamin,0
maochemi,0
cheeta,0
gorup,-1
humeur,0
Paul,1.0
Jerez,0
ecdadn,0
sorryloapes,0
hanan,-1
yoult3,1
hannaaaoni,-2.0
agrego,0
yaaaahh,0
Lautner,-1
BOCA,0
sonequinhas,0
a12jima,0
afiqhzmn,1
sipdeh,0
audiirfansyah,0
cherriebo,0
kkuuwwtt36,0
feck,0
Syamz14,0
SAPPIAMO,0
macai2,0
previos,1
thanx,0
Boise,1
yuruyorum,0
Empresa,0
rappertop04,0
gbayasho,0
azizolhyzat,0
Kehanet,0
Mengingat,0
DoGutierrez07,0
Raspberry,0
groupie,0
ninarafikaa,0
umalasir,0
mabilis,0
culo,0
daddie86,0
sappelle,0
RTFanniiyyy,1
palomos,0
barat,0
CtrlC,0
teshioooooooooo,0
Pengelola,0
queenjust,0
AnonymeChocolat,0
culs,0
Erikushia,0
midorikisei2,0
embarcar,-1
DevilishScones,0
k,0
xtp,-1
Xiao,0
Mohd,1
httptcoZwYogW7tHH,0
KBS,0
typingPerson,0
77ryufz,0
adrianalimonchi,0
Tersenyum,0
ChronicFreeze,1
Hwayoungr,0
walnuts26,0
jonnysun,0
rebegg95,0
emanguda,0
Three,0
replace,-1.0
hahahahah,0
ayznvt,2.0
Collipark,0
maidati,0
cocaine,0
meshe,2.0
WhyNottyAdie,0
teteh,0
yunimckurnia,0
yukRT,1
altaviaralam,0
DOING,0
Mandi,0
balqisannisa30,0
leggomyeggooo,1
JessicaaaaErin,0
Lebih,0
YukinoMogura,0
Varfr,0
maxHSkowy,0
snoopdodds,1
reformular,0
hnodacchi,0
MyLordNiam,0
instal,0
maunye,0
mAn,0
puterin,0
LMy,0
httpstcodhpn4F64Ec,0
paperwork,1.0
shdd,0
httptcoCKLTv9B8G0,0
SheWent2Jared,1
httptcosEiJxKQfKd,0
Inform,0
Misleading,1
tomshardware,1
tuhh,0
KayTOOCOOL,0
slapen,0
shawolindo,0
haberme,0
boiceth,0
httptcowbDGARzQkL,1
hazrlasn,0
aldinoilham,0
ajengkarr,0
TheseDamnQuote,2.0
Favotsumu34,0
GaMeZlOvelOrn,0
karenawhooop,1
temas,0
1RTJYJSUPER,0
teman,0
yati,0
songkok,0
GaloritSweet,0
Mera,0
Soso,0
Mere,0
kalfani,0
BRob2414,0
RiskyKsari,0
sadiistic,-1
sekarkidiw,0
Caminando,0
Hahah,0
ngiahahaha,0
Hahaa,0
Easier,0
prevedere,0
realsizz,1
fikriani1018,0
ginaintan,0
ATech,0
httptcoKifVUHFzMQ,0
unidades,0
MangoTime,0
AndreaVeraCan,0
Bangaward2013,0
sakurane297,0
maksutnya,0
feature,1
FINALS,0
sugihnu,0
misage,0
clubbing,0
Nagntuk,0
redshogo,0
Futsal,0
httptco5iZMw29k2s,0
KandangRemaja,0
httptcoDXCxxpfxGL,0
httptcoHeUm0ET9QB,0
banya,0
httptcot4GVP1WQsX,0
DRESSED,0
orcheswagsky,-1
endang,0
LIFETIME,0
Christhomasoct,0
pantaskah,0
daGrande,-1
gtso,0
hamsters,0
HilwaFAnanda,0
aniver,0
Deadloxx,0
isterler,0
cigarettes,0
tweethearts,1
tipsforguys,1
captulo,0
alfagraciee,0
oficialmente,0
alreday,1
ITESCIPekanbaru,1
ymk2215,0
jdkalau,0
moneykill,0
belajarbelajarbesok,0
Wittmund,0
HoodstaRob,1
imanolvilella98,0
roquefort,0
DESKTOP,0
Seguimi,0
LiliHardianti,0
bling,0
dejes,-4.0
Seguimo,0
Toll,0
sanmyordum,0
httptcomPrd5jQQAe,3.0
school7,0
SMDRmeigenbot,0
xnasuhax,1
Told,1.0
fuzieehaqqie,0
olanak,0
iBoyFriendTips,-1
manfaatkanlah,0
Wks69,0
lmaoo,-1
UglyPeopIe,0
B0SSYxo,1
Spurs,-1
3RT,0
gimana,0
Guillaume1994,0
easier,0.0
YALL,0
JamalAlBah,0
jaykeyzIIXIV,-1
httptcogSYFLxgutD,0
dunia,0
Bastiansteel,0
NicoleMaydayP,-1
nicholasxalxndr,0
zuletassssssss,-1
NEVA,0
MORRO,0
blink,0
kyramellow,-1
Lebaran,0
OktaWRP,0
httptcoFuIt1pxrAq,0
Shungo997,0
1Umko,0
httptcodLhUwWEBRM,0
junjunlove,0
butuan,0
pakiramdam,0
rouches,0
SayFucktoHM,2.0
volcano,1.0
httptcozbfzjzQHwL,0
itsmesunyee,0
mariacristtina,0
bulsa,-1
44SpecialX,-1
calama,0
Tambal,0
directly,0
AsyrafNizamAN,0
series,0
turnin,0
15000,0
httptco7c5Kz1i7me,0
gunekan,0
MA5TER,0
to2somosmagnum,0
sweetbellaB45T,0
Ohhh,-1.0
ring,0
Kopmaya,0
rt,0
dunkkkkk,0
drove,0
rp,2.0
Hahh,0
hinata0739,0
rs,0
4725,0
Haha,-1.0
ry,0
rd,0
re,0.0
jale,0
alliaaaaaaaaaaa,0
ra,0
rb,0
hola,0
rl,0
12013httptcokw9tc6vnOs,0
rn,0
ro,0
Super,0
ri,0
FirstDate,0
courgette,0
liberacin,0
foundation,1
avegarisa,0
Camisola,0
Work,-1.0
pirin,0
Pudranse,0
crowner,0
vacunas,0
OVOXOLovee,0
SLAPPED,0
DontStay,0
abomeerza,0
pixivhttptcoERf1ILHR8A,0
Voice,0
Frankfurt,0
httptcomUGfBPkfzP,0
kampioenschap,0
gapapanicholastian,0
baktim,0
digiyogo,0
Vine,0
SukhSandhu,0
AvrilTsoy,0
deixar,0
Chat,0
Chau,0
Gianni,0
yume05tf,0
jkfgbrjgvbrnj,0
ZodiacFacts,-1
Duh,0
nangisitu,0
Dum,0
Dun,0
iTURKST,0
httptco2VEOthKmvp,0
christianmingleusernames,0
fuckedupgeneration,0
channels,-1
mokamana,0
bristol,1
Pertemuan,0
Ithink,-1
uleragos2,0
Zaybarkid,0
nurul,0
Admn,0
basketball,0.0
httptco5C3W7eDaG0,0
Kemain,0
seksi,1.0
taaakuy,0
kwkwwkwkwkwkwkkw,0
yagebuk,0
coalitie,0
Effect,1
drianisa,0
Jennette,0
adirizqip,0
Ngakak,2.0
ZEAHyungsik,0
dionnzl,0
maksudnya,0
soup,0
Blogvorstellung,0
YAY,0
yanllklar,0
Sosxababyy,0
tim232b,0
miadewiFS,1
sarkisi,0
LoliSanchez22,0
YAN,0
YAH,0
Hahammg,0
httptcoiLrawNbGPE,0
upnyce,-1
BEE,0
crawl,0
herkese,0
tercipta,0
iklim,0
bashk,0
trek,-1
nelerdir,0
showed,0
tios,0
ginkiha,0
diario,-1
tree,0
lalaamalla,0
humma,0
project,0
showes,0
WISN12News,0
jijiejlf,1
httptcoTPksDvkt0V,0
hotnews,1
FSSehun,0
tres,0
Gesunde,0
httptco6EGn,1
usneKat,0
httptco5lzrxeYgnR,0
pny,0
ayaka021,0
mhelmhellvhiebible,1
httptcotBKp0aDhNf,0
feest,0
intanasrii,0
imkenzy,0
1203Putti,0
AKARA,0
httptcoGsWM,0
1Derful1DINA,0
colon730,0
hentah,1
SHGLTKN,0
nabilahabil,0
recuerdo,0
Ass,0
httptcogZFy4CKLSV,0
dah2,0
GioiaNemo65,0
TABASCO,1
AtennLofaa,0
IxySxh,0
salveranno,0
AUMENTEN,0
Asf,0
doors,1
enojada,-2.0
Ask,0
Asi,0
Ash,0
kabot,0
diskon,1
Asl,0
Jones,2.0
Proses,0
rriccck055,0
httptcoKbpLeEkhZD,0
lion,-1
songThis,1
baju,0
sevdi,0
RTFxckYouTalmbout,-2.0
SofiZ,0
y,-4.0
mnanti,1
pulakk,0
httptcoeDBWWj8XRt,0
Apiezsykes,0
httptcokkNeR5TFFf,0
RTifyouare,0
1BIGBANG,0
distribuimos,0
saengRT,0
dersin,0
goinstead,0
biwan,0
qual,0
binian,0
javierdcc,0
Utrecht,0
cami,0
daninovoag,0
pelee,0
cama,0
mensaje,0
100pour100parisiens,0
came,0
aishahnizarrr,0
undangan,0
boeeyosa,0
listrik,0
GDRAGON,0
Meskipun,0
forsure,-1
liyane,0
VIOLETBB,0
unconditional,1
PUMA,1
profiloti,0
lethal,0
SORRY,1
seguros,-1
Tapped,-1
httptcoXOkbTKNUay,0
tk23x,0
lessons,0
speeches,-1
FansCalmJKT48,0
headline,0
Gajelas,0
apanhe,0
RTAsliSemarang,0
nubieminecraft,0
kenyangbersyukur,0
zouisperfection,0
httptcozDOkstpL6o,0
RyanTheJames,-1
httptco4VyylDVgJr,0
Wealthy,0
mantanCOmateINFO,0
Advocaat,0
badai,0
toppo345kjmk,0
badan,0
Zafiyaa,0
SRK4Million,1
bukaan,0
httptcoxK7Xn1v6a4,0
Yreim,0
httptcoOLKZnqZeYf,0
agnn,0
httptcoDcwe16XeEp,0
pocket,0
esoksalahkan,0
Hitomiof,0
sontenerme,0
Berbat,0
ECUADOR,0
hranica,0
saur,0
HareYuri,0
perros,-2.0
spilling,1
gedsey,0
ELLAHbyutiFULL,0
Cynthiaaax33,0
rveiller,0
asdfghjkl,0
acabou,-1
5555555555555555555555555555,0
saul,0
pada,0
gritaban,0
bisounours1807,0
073db,0
RealYunaAOA,0
House365radio,0
bagai,0
SalmonHiiragi,0
pagamos,0
skriva,0
FABULOUS,0
httptcoQy9ybDcn4Z,0
Treinongeval,0
Whuut,0
bagay,0
Android,0
NYANAGLALANDI,0
Enfrenta,0
syifaansal,0
sedanq,0
RThowland6,1
sombrero,-1.0
tororokobu27,0
EtanAriche55,0
kagakAbi,0
223421kawaii1012RT,0
LaTropaEsChavezyMa,0
Wednesdays,-1
sedang,0
TonnamYJ,0
Q8assembly,0
nmnk4u,0
alguien,0
debo,0
tetext,0
oomf,0
ayekahlss,0
jasmine,0
debe,-2.0
skwl,1
Nywee,0
httptcor5sE2718Gj,0
httptcopxftmV5vbu,0
respeto,0
yorozuyasanjo,0
httptcowRpy23Gneb,0
TheKakek,0
Merayakan,0
ngelepas,0
masterrrr,0
trepamosvs,0
watsap,0
country,0
RTTCReckless,-1
StopICMS,1
dyan,0.0
Menos,0
fancam040513,0
yukidaigo,0
heyimkarla,-1
login,0
argue,0
Pesalili,-1
aaaakems,0
l7al,0
RTndadiian,0
Sorre,0
BCE,0
tamamm,0
thisdj,0
comptelo,0
51244ftr3310,0
FaktanyaBOLA,1.0
GMANewsOnline,0
kaderi,0
waaaa,0
SmileyDJHana,0
pregnancy,1
Sorry,0
Bernstein,0
calmdown,0
Aloo,0
CatherineGovis,0
investors,0
aaaamnnnn,0
gojek,0
parler,0
Malay,1
ngelihat,0
lovelocal,0
creeeeea,0
sakti,0
ngambul,1
emmankmink,0
uzatmaya,0
perdonado,-1
Malam,0
Carhaix,0
leeteuk,0
adeela01760297,0
suai,0
httptcojQdCCkmeab,0
Tokyo,0
shaylaxx,0
httptcoAoTfd9LPZm,0
gzmjv,0
ravenkiara,0
dota,0
slap,-1.0
suas,0
GAGAL,0
worked,-2.0
queixis,-1
Subuuuuuuuurrrrrr,0
httptco35WoMSf6Ul,0
ganon812,0
bezakan,0
BANYAK,0
crexospy,0
httptcovwNJgeZsSW,0
Gone2SouthBeach,-1
levantarme,-1.0
httptcoOSn8BMbYFB,0
xliv2lovex,-1
Harrison,1
alifahamdani,0
2515,0
VoteThe,0
VeeGlory,1.0
Hehehehee,0
coralgj88,0
EVLENMEDEN,0
aprilhetland,-1
kebo,0
dolacak,0
yasseraltwaijri,0
Flaschen,0
070,0
httptcoSpfcPeWj4v,0
GetALife,1
biologyeu,0
aimanyusry,0
kirakira,0
HatiB,0
httptco8ByKfNhWOX,0
reports,-1
yaramad,0
Puerta,0
bij,0
throwing,0
kahvaltsna,0
udah,0
MyNig,-1
httptcoBMASLdP4jx,0
yaramam,0
Trash,0
Cwe,0
spoed,0
simit,0
JBellaaa,1
verify,0
httpstcoNLer4NIOyX,0
boedo,0
JC2Twitter10liet10lietRT10lietRT,0
madrugadora,0
tomstylinson,0
ellecousins,0
balasD,0
gorsek,0
Taingin,0
Dig,0
annabvu,1
mujeres,-1.0
Gooners,0
kingOFcapslock,0
zoya,0
Dia,0
Sonnenbrand,0
crispacion,0
RTTwitterRT,0
eghalatoya,0
aliceshineexo,0
MandiBandy1229,1
Laperr,0
Grandee,0
Flashback,0
maupun,0
Nyamburah,1
praejeen,0
Lulu,0
redeem,2.0
destyianap,0
engkau,0
ThisisDiana,0
bangeeeet,0
satmam,0
FirasAlJuhani,0
xLadyCee,0
nakakapanibago,1
kaelajenelle,0
nadhifiah,0
DRY,0
httptcoSg7AbNSGMb,-1
Thank,0
mahyang,0
THAT,0
NTK19920618,0
janganlah,0
sleepy,0
DRT,0
mutku,0
Bien,0
DRM,-1
destacar,0
bngla,0
arraignment,0
httptcosUc0dbqlpw,0
AllforHim,1
hahahaaaStandUpComedyBanjarnegaraGilaGila3,0
Pumpkin,0
shrncrln,0
kanen,0
purchased,1
aguanta,0
bnr,1.0
httptco2cVucdBx7w,0
estuvieron,0
rTSarahElshada,0
StorehttptcokELUu1653Z,0
KELIHATAN,0
suganishi,0
Lilpaso261,-1
wahhh,0
httptcophzrdx6nlc,0
httptcoatMYksiqnr,0
aahhh,0
RahmaSweetest,-1
wihh,0
wihi,0
xDJ24x,0
ColombiaLEVANT1,0
LuiJo2295,0
candidato,0
lmmfao,0
quune,0
wihs,0
ekaagstn,0
aratrYaknda,0
AKA,0
ROFL,0
edebilirim,0
propios,-1
nyampe,0
Berat,0
fakeBbaekhyun,0
aiknp,0
estynatalia,1
unfollowers,0
Maindad,0
Claudio,0
QTIBGDRGN,0
evan20,0
Broderskapsrrelsen,0
sipuuut,2.0
Braceless,0
LIVES,0
BeritaLFC,0
jaajajajaja,0
Mokko,0
Bene,0
ignorando,1
Mejo,0
lashadasexisten,0
iikkaa7695,0
httptcowDioAJxTOC,0
TylerSays95,0
PuBeesShop,0
AYNI,0
PLEASEEEE,0
LeToya,0
martadels,0
META,0
kennyykenn,1
mebja,0
revalidar,0
SNSDTaeNyShip,0
twinkle0604,0
Norton,0
creer,0
crees,-1.0
JOJO,0
winggates,0
SangRaingers,1
Halestorm,0
SETUJU,0
bilaaa,1
muito,1.0
kroso,0
Joeygutierrez2,0
parla,0
xmengundi,0
Blackpool,0
muita,1
Remy,0
shakes,-4.0
RRRblahblah,0
jalansekali,1
CarrotsAndGaga,0
hxdxyxh,1
cemong,1
Dailymotion,0
teamselect20,1
bizsavvy,0
SilviaSeptya,0
httptcoDjM4z2j3qy,0
Lahh,0
devilzc0de,0
httptcoRntPr21hcb,0
Thiago,0
kauni,0
gulduren,0
Canelo,-1
braba,0
Valentino,0
zahttptcoNBaDOsf2Vv,0
HembusanKuda,0
duweke,0
APEunjehSM,0
AvangelicaM,0
AVM,0
httptcoZ1PXI53iQT,0
duraaaaa,0
Perfekt,0
importantly,0
jivanyacou,1
fairizulfa,1
AVB,-1
AmasaUW,0
kimkeysemily,0
raised,1
sob,1.0
PeroBrian,0
caranya,0
Faz,-1
soi,0
Feo,0
sok,0
som,0
sol,0
soo,0.0
son,0
siewlenggg,1
sos,-1.0
sou,0
nighttt,1
lisesi,0
httptcoLNMxfvoPp8,0
soy,0.0
LarisaLaraM,0
pemimpin,0
JazmynBieber,-1
czar,0
glaub,1
TRAIDOR,0
nyanyui2,0
novi,0
Kahrynalexis,0
NeisaSerpa,0
constantly,-1.0
nova,-1
ijaileene,1
ParishaJay,0
forsomerhalder,0
cpet,0
httptco6yERWrpkyh,0
umairjav,-1.0
seguia,0
httptcoy7jQmATAVj,0
JCSBGBANA95,0
bising,0
dillsmith02,0
ADMIN,0
Awevoooo,0
aldiww1,2.0
Nungguin,0
httptcoIFViFsQ6I9,0
TagsForLikes,1
qndo,-1.0
seguir,0
olayn,0
LALALA,0
httptcoYxBsO4ICkm,0
negima,0
JohnJBrooks,0
saja,0
NTsubasa,0
adiba,0
extremity,0
inside,-1.0
3thaaab1413,0
FoLLoWgt,0
ahir,0
until,0
httptcouVRJ7dbntY,0
Kudanil,0
mangia,0
KizlarinGunlugu,0
AHHAHAHAHHA,0
AmirulAkasah,1
151,0
150,0
Ecoaytac,0
152,0
unamenya,0
154,0
RizNinaizer,0
implications,1
KiwiwKiw,0
Novri27,1
encage,0
Tabung,0
encher,-1.0
rieeet,0
lundi,0
lunde,0
papamarkiie,2.0
httptcoiQdSidujx1,0
Francisco,0
Maya,1.0
Track,0
httptcovVT0Mi16LI,0
Mayo,0
zapato,-1
highschool,0
bicakla,0
tunakandrumer,0
woollim,1
berjuang,0
kjunqxox94,0
akln,0
bubblebella,0
leen,0.0
vennyRD,0
HakyeonVIXXRF,0
Kesal,0
tasyaaag,0
siteqube,0
reggae,0
EyeFunYern,0
ANEKA,0
messing,0
fellowJIP,0
OnceUponAPiano,0
westlake13,0
FabiTalavera,0
chiusa,0
Recr95,1
sosjck,0
aydinorak,0
mirando,-1.0
15k,0
Chikaoctavia,0
Itsvaaal,1
jesterrrx,0
logra,-1.0
pehal,0
Person,0
gewenst,0
httptcoSlxedYzdYL,0
Charles,2.0
GRABANDO,0
NursyuhadaIshz,1
May5,0
bobo,0
rockera,0
Jqym,0
School,0
NiagaraaFalls,0
gabetah,0.0
Sepatutnya,0
PDW30,0
skats,0
bercanda,1
Confectioners,0
Buffett,1
rafaell16,0
kazukikaze,0
maldito,0
theaters,0
skate,1
2nite,0
skiing,0
Eyqa16,1
httptcoDpqLf0uY3Y,0
midst,1.0
competition,2.0
buttonsClothing,0
JURS9,2.0
92,0
yukkk,0
httptcoXZ3iZG3RkcTwitter,0
merasakan,0
kimsc926,0
PUSING,0
energia,0
Utilisima,0
Scroll,0
LEBIH,0
decir,0
decis,0
Bahe,0
supausagi,0
okok,0
ZELO5ABSTH,0
followin,1
Believe,2.0
Bahn,-1
bogus,-1
saindo,0
kiamaliaa,0
katykiko,0
rebienta,0
106887293,0
Everytime,-1.0
ingin,0
ngapa,0
Villarrica,0
criana,0
YeaThereSheGo,0
Iklan,0
adiik,0
EntreChavistasNosSeguimos,0
Arcangel,0
ayami1107v,0
nomer,1.0
nomes,0
sederhanaska,0
Wes,0
AKB48,0
httptcouPZO58DnMA,0
Apparently,1
Rank,0
settle,3.0
neverwanttoleave,1
melayang,0
loads,0
eliminato,0
gmanewssports,0
Tierra,0
gracerelitad,0
rendim,0
btsdgtsk,0
CoboyJrMovie,0
zulezoozuleee,0
juni,0
Tiduuuuuuuuuuuurr,0
collage,0
dennnyelaa,0
sigo,-3.0
sign,1.0
lavando,0
ICHaSoo,0
habes,0
iRichardLopez,0
Ending,0
GloZell,0
Nahan,0
snacks,-1.0
Ayrica,0
nisachahaa,0
salsao23,0
melt,1
melu,0
Garagara,0
mynameJinri,0
httptcopVrrJApcfF,0
fzelerini,0
fatinnurkhdijah,0
milfncookiez,1
RasydanIshak1,0
9DSDIFF,0
LESCA,0
serabut,0
Ipad,0
AirSehun,0
Emma,-1
Lune,0
LIGHT130000,0
Aysgl735,0
httptco5QKT0FBZTy,0
GARRA,0
30OFF,0
AinulllMardhiah,0
Woman,0
maaai1231x,0
DIOS,0
jure,-1
emreyaschar,0
langs,1
viaje,0
openener,-1
lunettes,0
kayo,1.0
Elefantenjunge,0
Geldik,0
httptcoFsGDkzqiFx,1
170sapo2278,0
DIVEKICK,0
Cruzeiro,-1
Scratching,0
BILANG,0
chelkyu861015,0
tabel,0
AnaaWenderdel,0
magjistare,0
cautelar,0
httptcoYcmQL8qP8K,0
NOTICE,0
KARTALLARI,0
FirdoseM,-1
Vivir,0
DOS,1
bookmarks,1
BungHasbi,0
httptcovOf7Jbnz7D,0
PreZombie,0
Mauuu,0
bocor,0
pondzaiiQz,0
besarte,-1
hayooo,0
httptcos4R47x30Ig,0
trotes,-1
surpreende,0
DeanSherwood,1
wicket,1
papah,0
Worst,-1
Malamm,0
scratched,-1
morra,0
httptcoU55I2I5Nao,0
jadinyamckmckmck,0
sanahhhhhh,0
sanrm,0
httptcoeAveVTePrb,0
VINE,0
httptcoTYWe7U0a8J,0
nikitinainga,0
kesuksesan,0
Obrigada,0
Sepakbola,0
httptcoMUAuTysXi6,0
Obrigado,0
pegnaga,0
tubuhnya,0
httptcotF8JeqBBif,1
PUN,0
Iskan,0
KonflikJiwa,1
cwenya,0
Saga,1
Wasssssssaaaaap,0
moneymoney,-1
Sage,0
SINGLE,0
ImSoTiredOf,-1
DPD,0
onlu,0
bende2,0
okunuyoo,0
WeWillWaitKimJongW,0
Tells,0
httptcoLocbhA4XS6,0
wifeyyes,0
gzl,0
gzm,0
BORRACHA,0
kioppiii1992,0
WeW,0
hahahahajackmyswagI,0
McAdams,0
Luther,0
BCUZ,0
vemooosss,0
238,0
allowed,0
Porkrds,0
Contestant,-2.0
pajera,-1
stole,-1.0
cintakuD,0
Happened,0
TomySquad,0
xsuaportuguesa,0
Diaries,0
bestseller,0
Gambino,0
s2,0
Pungwarin,0
s7,2.0
tantan225tantan,0
iPhonePC,0
Albajjash,0
fotoshoot,0
MadridBala,2.0
kiddohmonstuhh,0
httptcoi3QqnLPxMm,0
znkjpy23,0
kyarrababoy,0
Atomungkin,0
snowfrost519,0
McCurdy,0
23h,0
Horan,0
UpZzaniTa,0
KATHNIEL,0
melewkwkfuadaduls,1
insmeren,0
cielo,0
titukmutiaraEmosiii,0
vickylimweiqi,-1
SegundaOportunidadParaArgi,0
aumentar,-1
rmai,0
gnlm,0
Ughhhhhh,1
sz,0
sy,0
golfers,1
ataupun,0
AHasandikarta,0
ss,0
etaient,0
sp,0
bestaan,0
su,0
st,0
sk,0
sj,0
si,0
sh,0
so,1.0
milicadraca,0
sm,0
sl,1
sc,0
sa,0
Sevgiyi,0
sg,0
se,-2.0
Islam,0
Paraa,0
s3,0
Lloren,0
piova,0
Parah,0
piove,0
eruel10,0
httptcozFhvgmeyz6,0
marsrios,0
gitmemiki,0
djI,1
Somnade,0
auguri,0
drunker,-1
tendency,0
castellviteresa,0
httptco8XFEL2TupZ,0
RANDCorporation,0
avia,0
Baucar,0
putudts,0
AdityaPriantama,0
POSTA,0
BaejussAditya,0
ganaron,0
gulucuklerini,0
yolcu,0
FranklinSwagg11,0
SusiSriP,0
akino0924,0
raccolz,0
waeRT,0
InsightTimer,0
Sister,0
52378Piece,0
hop,1.0
leeparkes,-1
Jss,0
dandori,0
massively,0
nation,1
Vinastyn,0
exok,0
Startin,0
andorra,0
httptcoPnh0RfSGOA,0
ahaha,0
berusaha,0
zayndayZaynDay,0
cricbuzz,1
FAST,0
gormek,0
fakersuzy,0
httptcoADiCNBMaui,0
sesedih,0
shuaytk,0
JorgeeeRamonnn,0
KIMONO,0
simpan,0
mafiraslee,0
Stanley,-1
jaydens,0
Cadetuchos,0
dikit,0
Statistik,0
kynulia,0
square,0
prostitui,0
estrenar,-1
nominationsBanksia,0
arigami,0
Complaining,-1
DreLee863,0
umrah,0
httptcoMWgiL6kO91,0
Crunch,0
eddie1224,-1
muahahahhaa,0
